nRMSE,MAE,RMSE_d1,RMSE_d5,RMSE_d25,RMSE_d50,spec_nrmse_delta,spec_nrmse_theta,spec_nrmse_alpha,spec_nrmse_beta,spec_nrmse_lowg,res_ac1,res_linelen,res_perm_entropy,coh_drop_alpha,delta_nRMSE,improve_rate,subject,true,win_idx
2.9030262186836784,2.356482595106268,0.8825379164462401,1.4315143357053728,2.8089165994361576,3.084575917646922,1.2882134763729431,1.7125233537612234,1.6147525263004203,1.4419979313226474,1.9435154296377337,0.9642222647103976,0.5267644078500685,1.1711933131753947,7.401486830834377e-17,-1.7018788538734675,0.19938461538461538,h01,0,23
2.4485373063225686,2.0391435837833365,0.8493098455653718,1.4683877319018652,2.6942214930401374,3.4736153732964667,1.1830946749397202,1.4961715820985277,1.171420223225637,0.9546702229818039,1.949099434736546,0.9644449753267683,0.49202568366984295,1.157742546509063,1.1102230246251565e-16,-1.0780037400302824,0.2836923076923077,h01,0,24
3.07559647242319,2.2000689984514143,1.0132713865469476,2.689967288992194,1.67166421812374,2.4398067143867386,1.6315739020524505,1.6889673844302506,1.4106655980327647,1.0614134895402858,1.9502629632545714,0.9719575692766773,0.4322884882386061,1.1863760728872892,0.0,-1.7414194965248373,0.192,h01,0,25
3.3041249785231117,2.3531351736638912,1.2823028095006392,2.0807329696454313,2.7156785413311226,3.0244770276802866,1.4811425258687672,1.7005733574555877,1.535680338409462,1.3935354635296036,1.9412140588021458,0.9625929762112052,0.5398894324760607,1.193194157143617,1.1102230246251565e-16,-1.587896682432599,0.2523076923076923,h01,0,26
3.220925517086514,1.9958557260945722,1.2993971204212924,2.5752706018743603,2.1388190720724496,2.510338817189766,1.27998823523721,1.5127768713598078,1.7346250714934075,1.5034807707052602,1.9276880888960397,0.9591518680210238,0.4435041720293013,1.1670271089722979,1.8503717077085943e-16,-1.6512678468110937,0.22892307692307692,h01,0,27
2.3451155164225423,2.188643200543413,1.0310014961783578,2.794910240677469,2.816959192393854,3.0055665468624926,1.061698681240787,1.1351402230366114,1.360145530695094,1.527327779829243,1.9096999327445667,0.9703848874091914,0.46446063978497537,1.1591526530344554,0.0,-0.543020604782116,0.37415384615384617,h01,0,28
2.5419574383089962,2.287518734653372,1.0746950132949415,2.4847055403056038,3.099075378217202,3.032913213075939,1.352176983924978,1.509384894099753,1.3258739864011544,1.2638306552944685,1.957364454266508,0.9662217350789548,0.49788695139381356,1.1771265870306697,0.0,-1.4727175477112042,0.16553846153846155,h01,0,29
3.9083906881576262,2.060698424509056,1.4623562424674523,2.652020308414952,2.203590607939159,2.408666126979452,1.4989813057353827,1.535886637318057,1.7599021703981188,1.277101001000149,1.8979719090733982,0.9609635437909411,0.4446881407766851,1.2047123171983203,2.220446049250313e-16,-1.9423203483856377,0.24923076923076923,h01,0,30
2.6961178837247024,2.074674583431797,1.6112161245488519,2.070919567105272,2.4565833547998497,2.6201258061332484,1.5380043395763765,1.764125304055994,1.515670198172696,1.2702119737408923,1.9738048909502142,0.9578007372262729,0.46242840605914953,1.2005724792979047,1.1102230246251565e-16,-1.4084722571014574,0.22276923076923077,h01,0,31
3.6628767952134345,2.6296277348215154,1.0825284856371407,3.362762477079068,2.9387802130682354,1.7472901312281324,1.4742675830061087,1.6457739287938966,1.5496325829685416,1.4302609896461211,1.9480108267901513,0.9654159833910345,0.5493541389891001,1.1657433882827368,1.1102230246251565e-16,-2.1390226619821187,0.1803076923076923,h01,0,32
3.51240903497691,2.5672416348436897,1.7378319334077725,2.49185568455414,2.1918597495474605,2.5515996351153163,1.3251120546319384,1.4162674150876196,1.7937444236569084,1.5998464067683738,1.968132386035923,0.9665194548716081,0.5301249373756431,1.182992440271509,1.4802973661668753e-16,-2.148317033670204,0.14092307692307693,h01,0,33
2.2593262999083916,2.267485940810414,1.0143289058175535,1.503034757875682,3.283589641146866,2.5007412503765813,0.9561633924569697,1.131066823168034,1.2424501472712848,1.0088618498669255,1.9157230835194943,0.9603218524785185,0.5355323514262298,1.172102715634957,1.1102230246251565e-16,-1.1576767305935065,0.20246153846153847,h01,0,34
3.4817483162764544,2.2698800952252993,1.6496020765015418,2.7532088857213224,2.522831303767517,2.888229121903822,1.2316026785158773,1.623084282396781,1.8641341598185392,1.2875595493405003,1.9581349605829776,0.9631374068205916,0.4993893527912943,1.1693907418681728,7.401486830834377e-17,-2.316526938359881,0.11569230769230769,h01,0,35
3.0143056348119637,1.8370874180914243,1.4622461601595975,2.0939472710419778,1.7730092135336741,2.283497126581346,1.316916346545511,1.5337464420655067,1.7894233081399373,1.0353785099275057,1.9581984251939084,0.954915193351519,0.42239963999641045,1.2255072696275011,1.1102230246251565e-16,-1.3780144094247286,0.27876923076923077,h01,0,36
2.54387711151165,1.8613627106531594,0.9050210480565853,1.6592976481077528,1.4317606307429236,1.9858973044028305,1.279113808689743,1.6185584660508048,1.598742832893767,1.033354364644659,1.9516696852803734,0.9655086824083923,0.41197392361374646,1.1782895159324325,1.1102230246251565e-16,-1.3291180604234967,0.20246153846153847,h01,0,37
2.509603861226461,2.089748060372214,1.1179539870126105,2.058595811799364,2.285375093841563,3.0860006797617774,1.0946148465142627,1.0932234541235173,1.1854137543032386,1.3857797716909488,1.8844630263346613,0.9660250230045547,0.4708582103167545,1.1550349146475147,1.1102230246251565e-16,-1.3418703821775604,0.23138461538461538,h01,0,38
3.016488201062772,1.631145433699767,0.9700612046841219,2.1291894489843517,2.4779699953856165,1.4529449369514302,1.1439457996615512,1.6901065916744322,1.6484207714318702,1.0665187380309715,1.9575684661771762,0.9664176712968978,0.34658617651006424,1.1677935983019418,0.0,-1.4589386740981543,0.23138461538461538,h01,0,39
2.5696153324451823,1.5367062243795648,1.2026474307389485,1.5591126850216441,1.74712490988889,1.9054626174373566,0.8373226291415024,1.6520278304026623,1.411408619957966,1.203067969207771,1.8578309222065292,0.9610256182008085,0.3518123856090198,1.1435779834161426,1.1102230246251565e-16,-1.206562095726642,0.2510769230769231,h01,0,40
2.318135022475018,2.185192536386802,1.1275605391038144,1.7086683656737025,2.3015189253456785,2.576125808548459,1.0458377329797115,1.7486279005279757,1.099737303205155,1.2194864810674466,1.9365428853803182,0.9704649296596984,0.4576512858030477,1.1630410498035653,1.1102230246251565e-16,-1.026782525130635,0.23015384615384615,h01,0,41
2.4900560157939866,2.13646751689379,1.381253776909453,1.851558138550107,2.357486913741896,3.1100570298745263,0.9106500834016523,1.5380327808366066,1.3440465758416893,1.2998635636044644,1.9155187521198167,0.9608167588922278,0.5109885316919108,1.1578477463341013,1.1102230246251565e-16,-0.9460541629153651,0.3046153846153846,h01,0,42
2.642081600995377,2.005898325974067,1.4093973908316533,2.2786417321699037,2.1240412364781056,1.990942907482176,1.3190275318225828,1.586833964318537,1.186979068315587,1.4960557683540399,1.8744929976985734,0.9574686678420556,0.4753277680900304,1.1307346222470347,1.1102230246251565e-16,-1.3673610877868039,0.2356923076923077,h01,0,43
2.865493850839155,1.7163368933527985,1.1762230503865998,2.0804922232040086,1.8977808446060347,1.6711621609432743,0.9038331789787957,1.5240121117426935,1.6462410115235322,1.2751697850544577,1.9452833066390336,0.9627170337284111,0.4040219254626149,1.1777293567832896,7.401486830834377e-17,-1.5938239869332835,0.16553846153846155,h01,0,44
2.7709810520297826,1.436714971974463,1.0978215871137962,1.6104460797284947,1.4411450652896576,1.8779851729227177,1.0015875179934803,1.7256603283974457,1.763046052813999,1.46272853022388,1.8044185045159737,0.9657358716009129,0.3052905163083447,1.18528639517963,3.700743415417188e-17,-1.2925845965045344,0.3076923076923077,h01,0,45
3.514983089988842,1.4074476856588511,0.9862213035820234,1.2290426887182084,1.7822645613862094,1.7585559672162618,0.9154528232586825,1.532635866526052,1.9234211943784332,1.18351160649162,1.9150471195423984,0.9630569634616144,0.29787999795653847,1.1924633905703341,0.0,-1.983750605847585,0.20246153846153847,h01,0,46
2.725101567682699,1.7188205609888698,1.2500864377383218,1.947889971447454,1.9874348272473092,1.9890063987803663,1.2630308024099237,1.5219898153830356,1.5333724352290667,1.3084227401285156,1.9564492092927472,0.9679264721276717,0.36206324805589624,1.1594646605230992,0.0,-1.5935132791536535,0.16,h01,0,47
2.6486902350201085,1.572732391571422,0.7076035281823192,1.5161538331046134,1.7802475989870086,2.0972240974847725,0.9335681525573686,1.649043071515154,1.8304948616082153,0.9899850030268419,1.9668782784896774,0.964878569878699,0.35744846158987775,1.2120120670480485,7.401486830834377e-17,-1.2145799176860352,0.2713846153846154,h01,0,48
3.0702745862638507,2.1022942176196735,0.7025404487587082,1.214079151488747,2.0690086008085733,1.9384904186600123,0.931228095463233,1.6648938417391774,1.599319694567967,1.5128636275822822,1.958511679096088,0.9682218832816093,0.452370397949217,1.1515622315671543,3.700743415417188e-17,-1.2688212879426939,0.32553846153846155,h01,0,49
2.708904326137283,2.1377534495661106,1.5121315938445625,1.089835486970435,3.8375203448720745,4.2503592236496335,1.2227109248914423,1.5558312716585823,1.2630697202184231,0.9711858825380125,1.9576892519635316,0.9667498841143107,0.48109674258435153,1.1883636275639748,7.401486830834377e-17,-0.7625688223443732,0.37784615384615383,h01,0,50
2.365625623164031,1.3600149555593908,0.8197884446196485,1.740854723824977,1.4999980605187375,1.1210893709277137,1.1428883151862066,1.268030691047492,1.6583753290596646,1.470670217536401,1.9473724452884278,0.9672461674951051,0.2922167231833408,1.1864763692980578,7.401486830834377e-17,-1.1647068569977406,0.232,h01,0,51
2.881657081206553,1.8062348195261315,0.7130827010685313,1.6121288583676405,2.0102008114432004,1.54553490730107,1.0676977335486457,1.5120953567060516,1.770066557504362,1.3444308162239194,1.8821819377985631,0.9677962395367549,0.38252294540691345,1.182287087722125,1.4802973661668753e-16,-0.6552272053834733,0.42953846153846154,h01,0,52
2.659434879392662,1.9190339542551698,0.5630730263033445,1.595687274221678,0.9609935770025195,3.098927596266861,0.9407300847581234,1.578048811078961,1.579228419472975,1.3269843244218995,1.9088722057934977,0.968680305963076,0.3205158237715518,1.207828523404285,7.401486830834377e-17,0.19997914564571628,0.6713846153846154,h01,0,53
2.1246904559959208,2.02937488755528,0.9633405443384635,1.6389654527667368,2.7669226006198477,2.3253389729046012,1.1428028283009692,1.2292143787763494,1.3311381814343548,0.7874993821573544,1.929675794161576,0.960243838482751,0.4827043898035805,1.1467229985520644,1.4802973661668753e-16,-0.719016990519685,0.2935384615384615,h01,0,54
2.626305909120316,1.9013791883376174,1.0292823301759328,2.02308567437955,2.181498584131751,2.1324224160892333,0.9911109144397887,1.0882634299158411,1.2315213350572558,1.3615491744790775,1.8586086262512183,0.9616997323775469,0.41854338013870757,1.146638480837844,7.401486830834377e-17,-1.4911259827147236,0.18215384615384617,h01,0,55
2.9271610636349057,1.8085349629063858,1.1519842773679467,1.7934753938773178,2.645024975798935,2.5933262667808394,1.081388559089802,1.6530764245660015,1.6829920438732617,0.7342128447452944,1.9122893597194957,0.9658679286866457,0.3796593153266255,1.1469720949124917,1.4802973661668753e-16,-1.396937700371842,0.22892307692307692,h01,0,56
2.5854208579477787,2.1120279770736223,1.338028583295288,1.6577888186671441,3.2924100543746277,2.702599509652424,0.9746793859322731,1.697645533976232,1.45681469166603,1.3428241688693667,1.9437658610563964,0.9615090496769961,0.4926204361860838,1.153715913012578,1.8503717077085943e-16,-1.4635294200367284,0.16738461538461538,h01,0,57
3.610457446620565,2.3146143509620476,1.3996704145785808,2.4114766562205205,1.6956460575940078,3.152152114129874,0.9586125671914089,1.6738661928528447,1.8586804055054822,1.0616610566990343,1.9382426934716181,0.9646804241774326,0.4790371196160886,1.1972350443997861,3.700743415417188e-17,-2.491979404462562,0.12061538461538461,h01,0,58
2.905127742116632,2.2254027094310986,1.5984885904225068,1.9692400600698616,2.5377419822123977,2.0651406914475614,1.222756188270883,1.5309260657637305,1.4779497295139552,1.0893541985293298,1.8908144597785064,0.9654212135104123,0.4962363234947734,1.158358169930874,1.4802973661668753e-16,-1.3315919797768008,0.248,h01,0,59
2.2893060706558463,2.126913247655231,1.6927154516149745,2.6060849678037057,3.042255855553125,2.2983449100911226,1.4308089592197806,1.488619736916193,1.1970309715513925,0.8082731982225162,1.934120912564177,0.9623538375773248,0.5024824021082421,1.211339878314929,1.4802973661668753e-16,-0.954237949332212,0.27384615384615385,h01,0,60
2.487145578785374,1.901057348226398,0.7325600553763498,2.3362166953907213,2.169827539096488,1.9777633454343544,1.0855643669493302,1.639256472447097,1.6317343846733414,1.647645121979606,1.8940270951640783,0.9615158099144475,0.42598530339174356,1.2303253945476045,0.0,-1.0260301858620877,0.2683076923076923,h01,0,61
2.415607149960405,2.188460892669651,1.125206942177733,1.5627391185761599,2.109553178567983,1.798330787200585,0.9400833701741702,1.1418212771919618,1.4238941546521415,0.7592583172018806,1.939128295863329,0.9595933615266712,0.5142868361539501,1.156379104882806,0.0,-1.347660891803292,0.21169230769230768,h01,0,62
2.4973318161109046,2.4424354992216313,1.0205960978053101,2.291946186597839,2.493160747377108,3.7686855756948425,1.52881964399127,1.3909355930606166,1.4071155741450818,1.2967733755400308,1.840159296348745,0.9640250436741904,0.5284879025525289,1.1550518702980332,0.0,-1.3333322421112448,0.24184615384615385,h01,0,63
3.4636260620013664,2.2667706972542576,1.828166718269712,3.324270235527626,2.9269037117729475,4.13944172627532,1.475099477293031,1.7137906210550342,1.5309398993326608,1.2272487243470254,1.9558917862065714,0.9683409371082874,0.48476742490397823,1.2047544825534957,0.0,-1.5111538398509912,0.2793846153846154,h01,0,64
2.7689689733058622,2.261282981424658,1.41584692213477,2.5479378977933638,2.4486720745067965,2.311272875304638,1.184944847012742,1.6054116513358991,1.6516368873255551,0.9098818448281064,1.9346565834103335,0.9654735587905712,0.4839478427040337,1.1565012292335075,1.8503717077085943e-16,-1.417054415746899,0.20246153846153847,h01,0,65
3.111157087286527,2.4197290700023846,1.6952333663993293,2.7966088428180815,3.486641939248831,3.6628705785766997,1.1377802366278067,1.4144846529824804,1.4904844279495748,1.5102501406485576,1.941681477884696,0.9638010966953284,0.5201898127174365,1.1736548076038757,2.220446049250313e-16,-1.341327700202886,0.29846153846153844,h01,0,66
2.124488948898173,2.417761106902069,0.9319146758163612,2.3390387342264973,2.1493690802493606,2.231235947338952,0.9150435896512783,1.5351865530511961,1.8924937848469876,1.0360663307714049,1.9108784915753438,0.968523035079533,0.4644497203190965,1.1670847796508765,0.0,-0.6666344638499953,0.3433846153846154,h01,0,67
2.30688092094191,1.9824817696684025,0.7465926522252074,1.4147591715980572,2.0687310848564677,2.348240608637196,0.5510691746096171,1.5786579612935983,1.3613041134742674,0.8793339164491513,1.86273043049768,0.9667396077197905,0.41862145772654596,1.2040063737884688,7.401486830834377e-17,-1.2594587757609754,0.23815384615384616,h01,0,68
2.7903031328140115,1.7889571178690933,0.6762345079786671,2.1403575758363145,2.2129277155985223,2.073840445078526,1.2520441376901192,1.5652131730047287,1.7664163203334777,1.6355963288934534,1.744389008484291,0.9599188502470509,0.42177680633872344,1.1735997795065216,2.590520390792032e-16,-1.6621676566090946,0.18153846153846154,h01,0,69
2.142715112315116,1.7848504432641392,1.1821597131598756,2.788823555431425,1.9868533138581823,2.5340034878694504,0.8839471894785217,1.1001657491680623,0.865737858713695,1.202508454599455,1.909587286996189,0.9654270088863576,0.40536189389637556,1.1769755666771784,2.220446049250313e-16,-0.8027509238832824,0.3193846153846154,h01,0,70
3.1106038729967618,1.7422693303466208,0.9196216136825422,1.0712528145897027,1.9442365658041605,1.6615447144556517,1.3947620811914734,1.5574741134144807,1.6934220944323253,1.3225028719400194,1.9759749196876497,0.9645603868399061,0.3760335716271564,1.1805121163247236,0.0,-1.326389141128358,0.2744615384615385,h01,0,71
2.579784062913532,2.1269629521782454,0.8133415797178267,2.108756979272113,2.578345819982639,1.9532452014600623,1.0581939819890438,1.2379603152544851,1.3431012395055222,1.3133038231999659,1.9621683600902906,0.9604010245505514,0.510458915311443,1.1501921688038108,7.401486830834377e-17,-1.477114132280056,0.17846153846153845,h01,0,72
3.118287482652239,1.8385182461856349,0.7668211668595611,1.1884303107071934,2.1163979209923385,1.7638932663240747,1.404474312508028,1.6480119950256198,1.790363214260475,1.576378341095892,1.895104541008864,0.9636145989996717,0.396587962200176,1.1861174016922431,1.1102230246251565e-16,-1.5134714866053758,0.2621538461538461,h01,0,73
2.961375714769263,2.1778283783668924,1.4646265502806306,2.288501198935536,2.6413534193608084,3.962888475625843,1.184380963143519,1.2403413856683605,1.3287353201749676,1.368216649800707,1.949852697282066,0.9660255784399967,0.4779999765020411,1.144907609764329,7.401486830834377e-17,-1.321317032468901,0.26953846153846156,h01,0,74
3.048135513119346,2.392371539260837,1.9278454058817385,2.356615428591468,2.4184693890933895,3.2101166381372734,1.3318167437577921,1.4000621017659414,1.4493390410789695,1.24967654841909,1.943379206908399,0.96453781872073,0.5173510530497801,1.1621086664338793,1.8503717077085943e-16,-1.735056777976333,0.18707692307692309,h01,0,75
1.7909263645803402,2.41499912177591,0.7987758119600592,1.9153542587440864,2.9496974611998636,2.792074175560422,1.3763974256025586,1.0668290138858638,1.0222959781130796,0.7179111629200251,1.9545686710804542,0.9653474340649241,0.5661062796093445,1.1593395131362692,1.4802973661668753e-16,-0.6376641883304723,0.2510769230769231,h01,0,76
3.3188663519529937,2.6309729791447882,0.7922886918537668,2.2672723562128354,2.2794522040099143,2.735458896124269,1.2474447837466902,1.5759439787289293,1.9253416574485498,1.0754279616692648,1.9884136077691028,0.9626436054736289,0.5916511816980571,1.1728099332510287,7.401486830834377e-17,-2.1998774531972236,0.14215384615384616,h01,0,77
2.945893801421258,1.992686102978813,1.4350015865453585,2.94928489539109,2.091773727849753,1.8926998342944246,1.4860759648035697,1.6362928261731104,1.6356327458035218,1.2797067535025741,1.9463496762714447,0.9671049392467225,0.4219168933233309,1.1700116261917757,0.0,-1.6847448476656577,0.15630769230769231,h01,0,78
2.6866596338623925,1.929675305857513,0.7321959485372018,2.0132850839575385,2.2958042547668223,2.3483803960770464,0.7624620807513415,1.4409347440294291,1.667195622475004,1.2578548597300245,1.9116617454999836,0.9610791489594561,0.429984845810833,1.188572988928087,1.8503717077085943e-16,-0.4534839642249824,0.38584615384615384,h01,0,79
3.0702179069473026,2.311406674401131,0.9918975920934144,1.7388754096831684,3.7815952523471754,3.3132987506383795,1.3212270824224388,1.6185463534412514,1.5147342433672328,1.005273453370282,1.9519111280382158,0.9736640085579091,0.47482482074969146,1.177408394946282,0.0,-0.5032785195754363,0.4596923076923077,h01,0,80
3.912808194615899,2.2434403772691094,1.6221357548837083,2.7586266637797534,2.3016154466077476,3.3511801385076967,1.6839340433097847,1.556633775478842,1.5377173873263315,1.0844474578266199,1.9460339955192572,0.9617212104629622,0.4701460735731393,1.1708769909942056,7.401486830834377e-17,-2.479995181368995,0.15815384615384614,h01,0,81
2.4524661328271105,1.906305202433851,1.0386039932649296,2.2489025877447415,2.3552376395736356,1.8722516825859927,1.3338916209161786,1.3254022643546766,1.1692048233419148,1.2628756010184288,1.8607067089856126,0.9659728884180304,0.3998592083943277,1.178726427776854,7.401486830834377e-17,-1.2236246154803363,0.2510769230769231,h01,0,82
3.068912870459983,1.5132754972854774,0.9108194148038764,1.300089352685403,1.9140892789446584,1.7366941458010792,0.8525474537937114,1.1959359176616111,1.5427359087494428,1.3111319866528877,1.8538852090692828,0.964822236399207,0.3348264788339131,1.1976355028767618,3.700743415417188e-17,-1.4682817215601427,0.2572307692307692,h01,0,83
3.0076183904239047,1.4163425861084358,0.6012654451685807,1.3783245625111553,1.685483080904562,1.3364498371457139,1.1081944422173604,1.4027369828919705,1.6628415619191235,1.3147061071710426,1.9319088481220683,0.9677990516122642,0.2935609609101781,1.1768046541867514,0.0,-1.429287667724451,0.20553846153846153,h01,0,84
3.5142002357715922,2.497164122851481,2.3426481497936087,2.6300528234610456,2.2749634318714196,2.5791300173728384,1.5353614237680846,1.8830444255308596,1.8097134344752102,1.1742994556757156,1.9602308167644222,0.9602310949779465,0.5259055433113305,1.1906793567077751,0.0,-2.4618344394070784,0.1286153846153846,h01,0,85
3.2921443262557566,1.9110918067297107,1.5356793064758698,2.2728295116447046,1.9251704013152358,2.088414323767391,1.5168212432200365,1.8361740963981386,1.7283314601828215,1.0554449702732618,1.9124677058981456,0.9632571157109653,0.40316299838297154,1.1788476604242,1.1102230246251565e-16,-2.126437162931501,0.13476923076923078,h01,0,86
